SITE,PLOT,BIOMASS,TREATMENT,PACKET,TYPE,SPECIES,ID,FINAL.STATUS
WP,5,C,S,AT,PD,TRAE,7,0
WP,5,C,S,AT,PD,TRAE,8,0
WP,5,C,S,AT,PD,TRAE,9,0
WP,5,C,S,AT,PD,TRAE,10,0
WP,5,C,S,AT,ND,SIALD,1,1
WP,5,C,S,AT,ND,SIALD,2,0
WP,5,C,S,AT,ND,SIALD,3,0
WP,5,C,S,AT,ND,SIALD,4,0
WP,5,C,S,AT,ND,SIALD,5,0
WP,5,C,S,AT,ND,SIALD,6,0
WP,5,C,S,AT,ND,SIALD,7,0
WP,5,C,S,AT,ND,SIALD,8,0
WP,5,C,S,AT,ND,SIALD,9,0
WP,5,C,S,AT,ND,SIALD,10,0
WP,6,M,O,BU,PY,MASY,1,0
WP,6,M,O,BU,PY,MASY,2,0
WP,6,M,O,BU,PY,MASY,3,0
WP,6,M,O,BU,PY,MASY,4,0
WP,6,M,O,BU,PY,MASY,5,0
WP,6,M,O,BU,PY,MASY,6,0
WP,6,M,O,BU,PY,MASY,7,0
WP,6,M,O,BU,PY,MASY,8,0
WP,6,M,O,BU,PY,MASY,9,0
WP,6,M,O,BU,PY,MASY,10,0
WP,6,M,O,BU,PD,TRAE,1,1
WP,6,M,O,BU,PD,TRAE,2,1
WP,6,M,O,BU,PD,TRAE,3,1
WP,6,M,O,BU,PD,TRAE,4,0
WP,6,M,O,BU,PD,TRAE,5,0
WP,6,M,O,BU,PD,TRAE,6,0
WP,6,M,O,BU,PD,TRAE,7,0
WP,6,M,O,BU,PD,TRAE,8,0
WP,6,M,O,BU,PD,TRAE,9,0
WP,6,M,O,BU,PD,TRAE,10,0
WP,6,M,O,BU,ND,SIALD,1,0
WP,6,M,O,BU,ND,SIALD,2,0
WP,6,M,O,BU,ND,SIALD,3,0
WP,6,M,O,BU,ND,SIALD,4,0
WP,6,M,O,BU,ND,SIALD,5,0
WP,6,M,O,BU,ND,SIALD,6,0
WP,6,M,O,BU,ND,SIALD,7,0
WP,6,M,O,BU,ND,SIALD,8,0
WP,6,M,O,BU,ND,SIALD,9,0
WP,6,M,O,BU,ND,SIALD,10,0
WP,6,M,O,BA,PY,MASY,1,0
WP,6,M,O,BA,PY,MASY,2,0
WP,6,M,O,BA,PY,MASY,3,0
WP,6,M,O,BA,PY,MASY,4,0
WP,6,M,O,BA,PY,MASY,5,0
WP,6,M,O,BA,PY,MASY,6,0
WP,6,M,O,BA,PY,MASY,7,0
WP,6,M,O,BA,PY,MASY,8,0
WP,6,M,O,BA,PY,MASY,9,0
WP,6,M,O,BA,PY,MASY,10,0
WP,6,M,O,BA,PD,TRAE,1,1
WP,6,M,O,BA,PD,TRAE,2,1
WP,6,M,O,BA,PD,TRAE,3,0
WP,6,M,O,BA,PD,TRAE,4,0
WP,6,M,O,BA,PD,TRAE,5,0
WP,6,M,O,BA,PD,TRAE,6,0
WP,6,M,O,BA,PD,TRAE,7,0
WP,6,M,O,BA,PD,TRAE,8,0
WP,6,M,O,BA,PD,TRAE,9,0
WP,6,M,O,BA,PD,TRAE,10,0
WP,6,M,O,BA,ND,SIALD,1,0
WP,6,M,O,BA,ND,SIALD,2,0
WP,6,M,O,BA,ND,SIALD,3,0
WP,6,M,O,BA,ND,SIALD,4,0
WP,6,M,O,BA,ND,SIALD,5,0
WP,6,M,O,BA,ND,SIALD,6,0
WP,6,M,O,BA,ND,SIALD,7,0
WP,6,M,O,BA,ND,SIALD,8,0
WP,6,M,O,BA,ND,SIALD,9,0
WP,6,M,O,BA,ND,SIALD,10,0
WP,6,M,O,AA,PY,MASY,1,1
WP,6,M,O,AA,PY,MASY,2,0
WP,6,M,O,AA,PY,MASY,3,0
WP,6,M,O,AA,PY,MASY,4,0
WP,6,M,O,AA,PY,MASY,5,0
WP,6,M,O,AA,PY,MASY,6,0
WP,6,M,O,AA,PY,MASY,7,0
WP,6,M,O,AA,PY,MASY,8,0
WP,6,M,O,AA,PY,MASY,9,0
WP,6,M,O,AA,PY,MASY,10,0
WP,6,M,O,AA,PD,TRAE,1,0
WP,6,M,O,AA,PD,TRAE,2,0
WP,6,M,O,AA,PD,TRAE,3,0
WP,6,M,O,AA,PD,TRAE,4,0
WP,6,M,O,AA,PD,TRAE,5,0
WP,6,M,O,AA,PD,TRAE,6,0
WP,6,M,O,AA,PD,TRAE,7,0
WP,6,M,O,AA,PD,TRAE,8,0
WP,6,M,O,AA,PD,TRAE,9,0
WP,6,M,O,AA,PD,TRAE,10,0
WP,6,M,O,AA,ND,SIALD,1,1
WP,6,M,O,AA,ND,SIALD,2,1
WP,6,M,O,AA,ND,SIALD,3,1
WP,6,M,O,AA,ND,SIALD,4,1
WP,6,M,O,AA,ND,SIALD,5,1
WP,6,M,O,AA,ND,SIALD,6,1
WP,6,M,O,AA,ND,SIALD,7,1
WP,6,M,O,AA,ND,SIALD,8,1
WP,6,M,O,AA,ND,SIALD,9,1
WP,6,M,O,AA,ND,SIALD,10,1
WP,6,M,O,AT,PY,MASY,1,0
WP,6,M,O,AT,PY,MASY,2,0
WP,6,M,O,AT,PY,MASY,3,0
WP,6,M,O,AT,PY,MASY,4,0
WP,6,M,O,AT,PY,MASY,5,0
WP,6,M,O,AT,PY,MASY,6,0
WP,6,M,O,AT,PY,MASY,7,0
WP,6,M,O,AT,PY,MASY,8,0
WP,6,M,O,AT,PY,MASY,9,0
WP,6,M,O,AT,PY,MASY,10,0
WP,6,M,O,AT,PD,TRAE,1,0
WP,6,M,O,AT,PD,TRAE,2,0
WP,6,M,O,AT,PD,TRAE,3,0
WP,6,M,O,AT,PD,TRAE,4,0
WP,6,M,O,AT,PD,TRAE,5,0
WP,6,M,O,AT,PD,TRAE,6,0
WP,6,M,O,AT,PD,TRAE,7,0
WP,6,M,O,AT,PD,TRAE,8,0
WP,6,M,O,AT,PD,TRAE,9,0
WP,6,M,O,AT,PD,TRAE,10,0
WP,6,M,O,AT,ND,SIALD,1,0
WP,6,M,O,AT,ND,SIALD,2,0
WP,6,M,O,AT,ND,SIALD,3,0
WP,6,M,O,AT,ND,SIALD,4,0
WP,6,M,O,AT,ND,SIALD,5,0
WP,6,M,O,AT,ND,SIALD,6,0
WP,6,M,O,AT,ND,SIALD,7,0
WP,6,M,O,AT,ND,SIALD,8,0
WP,6,M,O,AT,ND,SIALD,9,0
WP,6,M,O,AT,ND,SIALD,10,0
WP,REF,,,A,PY,MASY,1,1
WP,REF,,,A,PY,MASY,2,0
WP,REF,,,A,PY,MASY,3,0
WP,REF,,,A,PY,MASY,4,0
WP,REF,,,A,PY,MASY,5,0
WP,REF,,,A,PY,MASY,6,0
WP,REF,,,A,PY,MASY,7,0
WP,REF,,,A,PY,MASY,8,0
WP,REF,,,A,PY,MASY,9,0
WP,REF,,,A,PY,MASY,10,0
WP,REF,,,A,PD,TRAE,1,0
WP,REF,,,A,PD,TRAE,2,0
WP,REF,,,A,PD,TRAE,3,0
WP,REF,,,A,PD,TRAE,4,0
WP,REF,,,A,PD,TRAE,5,0
WP,REF,,,A,PD,TRAE,6,0
WP,REF,,,A,PD,TRAE,7,0
WP,REF,,,A,PD,TRAE,8,0
WP,REF,,,A,PD,TRAE,9,0
WP,REF,,,A,PD,TRAE,10,0
WP,REF,,,A,ND,SIALD,1,1
WP,REF,,,A,ND,SIALD,2,1
WP,REF,,,A,ND,SIALD,3,1
WP,REF,,,A,ND,SIALD,4,1
WP,REF,,,A,ND,SIALD,5,0
WP,REF,,,A,ND,SIALD,6,0
WP,REF,,,A,ND,SIALD,7,0
WP,REF,,,A,ND,SIALD,8,0
WP,REF,,,A,ND,SIALD,9,0
WP,REF,,,A,ND,SIALD,10,0
WP,REF,,,B,PY,MASY,1,1
WP,REF,,,B,PY,MASY,2,1
WP,REF,,,B,PY,MASY,3,1
WP,REF,,,B,PY,MASY,4,1
WP,REF,,,B,PY,MASY,5,0
WP,REF,,,B,PY,MASY,6,0
WP,REF,,,B,PY,MASY,7,0
WP,REF,,,B,PY,MASY,8,0
WP,REF,,,B,PY,MASY,9,0
WP,REF,,,B,PY,MASY,10,0
WP,REF,,,B,PD,TRAE,1,1
WP,REF,,,B,PD,TRAE,2,1
WP,REF,,,B,PD,TRAE,3,1
WP,REF,,,B,PD,TRAE,4,1
WP,REF,,,B,PD,TRAE,5,0
WP,REF,,,B,PD,TRAE,6,0
WP,REF,,,B,PD,TRAE,7,0
WP,REF,,,B,PD,TRAE,8,0
WP,REF,,,B,PD,TRAE,9,0
WP,REF,,,B,PD,TRAE,10,0
WP,REF,,,B,ND,SIALD,1,1
WP,REF,,,B,ND,SIALD,2,1
WP,REF,,,B,ND,SIALD,3,1
WP,REF,,,B,ND,SIALD,4,0
WP,REF,,,B,ND,SIALD,5,0
WP,REF,,,B,ND,SIALD,6,0
WP,REF,,,B,ND,SIALD,7,0
WP,REF,,,B,ND,SIALD,8,0
WP,REF,,,B,ND,SIALD,9,0
WP,REF,,,B,ND,SIALD,10,0
DF,1,M,S,BU,PY,RHGL,1,0
DF,1,M,S,BU,PY,RHGL,2,0
DF,1,M,S,BU,PY,RHGL,3,0
DF,1,M,S,BU,PY,RHGL,4,0
DF,1,M,S,BU,PY,RHGL,5,0
DF,1,M,S,BU,PD,SYRIN,1,0
DF,1,M,S,BU,PD,SYRIN,2,0
DF,1,M,S,BU,PD,SYRIN,3,0
DF,1,M,S,BU,ND,PISY,1,0
DF,1,M,S,BU,ND,PISY,2,0
DF,1,M,S,BU,ND,PISY,3,0
DF,1,M,S,BU,ND,PISY,4,0
DF,1,M,S,BU,ND,PISY,5,0
DF,1,M,S,BU,ND,PISY,6,0
DF,1,M,S,BU,ND,PISY,7,0
DF,1,M,S,BU,ND,PISY,8,0
DF,1,M,S,BU,ND,PISY,9,0
DF,1,M,S,BU,ND,PISY,10,0
DF,1,M,S,BA,PY,RHGL,1,0
DF,1,M,S,BA,PY,RHGL,2,0
DF,1,M,S,BA,PY,RHGL,3,0
DF,1,M,S,BA,PY,RHGL,4,0
DF,1,M,S,BA,PY,RHGL,5,NA
DF,1,M,S,BA,PD,SYRIN,1,0
DF,1,M,S,BA,PD,SYRIN,2,0
DF,1,M,S,BA,PD,SYRIN,3,0
DF,1,M,S,BA,ND,PISY,1,1
DF,1,M,S,BA,ND,PISY,2,0
DF,1,M,S,BA,ND,PISY,3,0
DF,1,M,S,BA,ND,PISY,4,0
DF,1,M,S,BA,ND,PISY,5,0
DF,1,M,S,BA,ND,PISY,6,0
DF,1,M,S,BA,ND,PISY,7,0
DF,1,M,S,BA,ND,PISY,8,0
DF,1,M,S,BA,ND,PISY,9,0
DF,1,M,S,BA,ND,PISY,10,0
DF,1,M,S,AA,PY,RHGL,1,0
DF,1,M,S,AA,PY,RHGL,2,0
DF,1,M,S,AA,PY,RHGL,3,NA
DF,1,M,S,AA,PY,RHGL,4,NA
DF,1,M,S,AA,PY,RHGL,5,NA
DF,1,M,S,AA,PD,SYRIN,1,1
DF,1,M,S,AA,PD,SYRIN,2,1
DF,1,M,S,AA,PD,SYRIN,3,0
DF,1,M,S,AA,ND,PISY,1,0
DF,1,M,S,AA,ND,PISY,2,0
DF,1,M,S,AA,ND,PISY,3,0
DF,1,M,S,AA,ND,PISY,4,0
DF,1,M,S,AA,ND,PISY,5,0
DF,1,M,S,AA,ND,PISY,6,0
DF,1,M,S,AA,ND,PISY,7,0
DF,1,M,S,AA,ND,PISY,8,0
DF,1,M,S,AA,ND,PISY,9,0
DF,1,M,S,AA,ND,PISY,10,0
DF,1,M,S,AT,PY,RHGL,1,0
DF,1,M,S,AT,PY,RHGL,2,NA
DF,1,M,S,AT,PY,RHGL,3,NA
DF,1,M,S,AT,PY,RHGL,4,NA
DF,1,M,S,AT,PY,RHGL,5,0
DF,1,M,S,AT,PD,SYRIN,1,1
DF,1,M,S,AT,PD,SYRIN,2,0
DF,1,M,S,AT,PD,SYRIN,3,0
DF,1,M,S,AT,ND,PISY,1,0
DF,1,M,S,AT,ND,PISY,2,0
DF,1,M,S,AT,ND,PISY,3,0
DF,1,M,S,AT,ND,PISY,4,0
DF,1,M,S,AT,ND,PISY,5,0
DF,1,M,S,AT,ND,PISY,6,0
DF,1,M,S,AT,ND,PISY,7,0
DF,1,M,S,AT,ND,PISY,8,0
DF,1,M,S,AT,ND,PISY,9,0
DF,1,M,S,AT,ND,PISY,10,0
DF,2,C,S,BU,PY,RHGL,1,0
DF,2,C,S,BU,PY,RHGL,2,0
DF,2,C,S,BU,PY,RHGL,3,0
DF,2,C,S,BU,PY,RHGL,4,0
DF,2,C,S,BU,PY,RHGL,5,0
DF,2,C,S,BU,PD,SYRIN,1,0
DF,2,C,S,BU,PD,SYRIN,2,0
DF,2,C,S,BU,PD,SYRIN,3,0
DF,2,C,S,BU,ND,PISY,1,0
DF,2,C,S,BU,ND,PISY,2,0
DF,2,C,S,BU,ND,PISY,3,0
DF,2,C,S,BU,ND,PISY,4,0
DF,2,C,S,BU,ND,PISY,5,0
DF,2,C,S,BU,ND,PISY,6,0
DF,2,C,S,BU,ND,PISY,7,0
DF,2,C,S,BU,ND,PISY,8,0
DF,2,C,S,BU,ND,PISY,9,0
DF,2,C,S,BU,ND,PISY,10,0
DF,2,C,S,BA,PY,RHGL,1,0
DF,2,C,S,BA,PY,RHGL,2,0
DF,2,C,S,BA,PY,RHGL,3,NA
DF,2,C,S,BA,PY,RHGL,4,NA
DF,2,C,S,BA,PY,RHGL,5,0
DF,2,C,S,BA,PD,SYRIN,1,1
DF,2,C,S,BA,PD,SYRIN,2,0
DF,2,C,S,BA,PD,SYRIN,3,0
DF,2,C,S,BA,ND,PISY,1,1
DF,2,C,S,BA,ND,PISY,2,1
DF,2,C,S,BA,ND,PISY,3,1
DF,2,C,S,BA,ND,PISY,4,0
DF,2,C,S,BA,ND,PISY,5,0
DF,2,C,S,BA,ND,PISY,6,0
DF,2,C,S,BA,ND,PISY,7,0
DF,2,C,S,BA,ND,PISY,8,0
DF,2,C,S,BA,ND,PISY,9,0
DF,2,C,S,BA,ND,PISY,10,0
DF,2,C,S,AA,PY,RHGL,1,0
DF,2,C,S,AA,PY,RHGL,2,0
DF,2,C,S,AA,PY,RHGL,3,0
DF,2,C,S,AA,PY,RHGL,4,NA
DF,2,C,S,AA,PY,RHGL,5,NA
DF,2,C,S,AA,PD,SYRIN,1,1
DF,2,C,S,AA,PD,SYRIN,2,1
DF,2,C,S,AA,PD,SYRIN,3,1
DF,2,C,S,AA,ND,PISY,1,0
DF,2,C,S,AA,ND,PISY,2,1
DF,2,C,S,AA,ND,PISY,3,1
DF,2,C,S,AA,ND,PISY,4,1
DF,2,C,S,AA,ND,PISY,5,0
DF,2,C,S,AA,ND,PISY,6,0
DF,2,C,S,AA,ND,PISY,7,0
DF,2,C,S,AA,ND,PISY,8,0
DF,2,C,S,AA,ND,PISY,9,0
DF,2,C,S,AA,ND,PISY,10,0
DF,2,C,S,AT,PY,RHGL,1,1
DF,2,C,S,AT,PY,RHGL,2,1
DF,2,C,S,AT,PY,RHGL,3,0
DF,2,C,S,AT,PY,RHGL,4,0
DF,2,C,S,AT,PY,RHGL,5,0
DF,2,C,S,AT,PD,SYRIN,1,0
DF,2,C,S,AT,PD,SYRIN,2,0
DF,2,C,S,AT,PD,SYRIN,3,0
DF,2,C,S,AT,ND,PISY,1,0
DF,2,C,S,AT,ND,PISY,2,0
DF,2,C,S,AT,ND,PISY,3,0
DF,2,C,S,AT,ND,PISY,4,0
DF,2,C,S,AT,ND,PISY,5,0
DF,2,C,S,AT,ND,PISY,6,0
DF,2,C,S,AT,ND,PISY,7,0
DF,2,C,S,AT,ND,PISY,8,0
DF,2,C,S,AT,ND,PISY,9,0
DF,2,C,S,AT,ND,PISY,10,0
DF,3,M,H,BU,PY,RHGL,1,0
DF,3,M,H,BU,PY,RHGL,2,0
DF,3,M,H,BU,PY,RHGL,3,0
DF,3,M,H,BU,PY,RHGL,4,0
DF,3,M,H,BU,PY,RHGL,5,0
DF,3,M,H,BU,PD,SYRIN,1,0
DF,3,M,H,BU,PD,SYRIN,2,0
DF,3,M,H,BU,PD,SYRIN,3,0
DF,3,M,H,BU,ND,PISY,1,0
DF,3,M,H,BU,ND,PISY,2,0
DF,3,M,H,BU,ND,PISY,3,0
DF,3,M,H,BU,ND,PISY,4,0
DF,3,M,H,BU,ND,PISY,5,0
DF,3,M,H,BU,ND,PISY,6,0
DF,3,M,H,BU,ND,PISY,7,0
DF,3,M,H,BU,ND,PISY,8,0
DF,3,M,H,BU,ND,PISY,9,0
DF,3,M,H,BU,ND,PISY,10,0
DF,3,M,H,BA,PY,RHGL,1,0
DF,3,M,H,BA,PY,RHGL,2,0
DF,3,M,H,BA,PY,RHGL,3,0
DF,3,M,H,BA,PY,RHGL,4,NA
DF,3,M,H,BA,PY,RHGL,5,0
DF,3,M,H,BA,PD,SYRIN,1,0
DF,3,M,H,BA,PD,SYRIN,2,0
DF,3,M,H,BA,PD,SYRIN,3,0
DF,3,M,H,BA,ND,PISY,1,1
DF,3,M,H,BA,ND,PISY,2,1
DF,3,M,H,BA,ND,PISY,3,1
DF,3,M,H,BA,ND,PISY,4,0
DF,3,M,H,BA,ND,PISY,5,0
DF,3,M,H,BA,ND,PISY,6,0
DF,3,M,H,BA,ND,PISY,7,0
DF,3,M,H,BA,ND,PISY,8,0
DF,3,M,H,BA,ND,PISY,9,0
DF,3,M,H,BA,ND,PISY,10,0
DF,3,M,H,AA,PY,RHGL,1,1
DF,3,M,H,AA,PY,RHGL,2,1
DF,3,M,H,AA,PY,RHGL,3,0
DF,3,M,H,AA,PY,RHGL,4,0
DF,3,M,H,AA,PY,RHGL,5,NA
DF,3,M,H,AA,PD,SYRIN,1,0
DF,3,M,H,AA,PD,SYRIN,2,0
DF,3,M,H,AA,PD,SYRIN,3,0
DF,3,M,H,AA,ND,PISY,1,0
DF,3,M,H,AA,ND,PISY,2,0
DF,3,M,H,AA,ND,PISY,3,0
DF,3,M,H,AA,ND,PISY,4,0
DF,3,M,H,AA,ND,PISY,5,0
DF,3,M,H,AA,ND,PISY,6,0
DF,3,M,H,AA,ND,PISY,7,0
DF,3,M,H,AA,ND,PISY,8,0
DF,3,M,H,AA,ND,PISY,9,0
DF,3,M,H,AA,ND,PISY,10,0
DF,3,M,H,AT,PY,RHGL,1,1
DF,3,M,H,AT,PY,RHGL,2,0
DF,3,M,H,AT,PY,RHGL,3,0
DF,3,M,H,AT,PY,RHGL,4,0
DF,3,M,H,AT,PY,RHGL,5,0
DF,3,M,H,AT,PD,SYRIN,1,0
DF,3,M,H,AT,PD,SYRIN,2,0
DF,3,M,H,AT,PD,SYRIN,3,0
DF,3,M,H,AT,ND,PISY,1,0
DF,3,M,H,AT,ND,PISY,2,0
DF,3,M,H,AT,ND,PISY,3,0
DF,3,M,H,AT,ND,PISY,4,0
DF,3,M,H,AT,ND,PISY,5,0
DF,3,M,H,AT,ND,PISY,6,0
DF,3,M,H,AT,ND,PISY,7,0
DF,3,M,H,AT,ND,PISY,8,0
DF,3,M,H,AT,ND,PISY,9,0
DF,3,M,H,AT,ND,PISY,10,0
DF,4,M,O,BU,PY,RHGL,1,0
DF,4,M,O,BU,PY,RHGL,2,0
DF,4,M,O,BU,PY,RHGL,3,0
DF,4,M,O,BU,PY,RHGL,4,0
DF,4,M,O,BU,PY,RHGL,5,0
DF,4,M,O,BU,PD,SYRIN,1,0
DF,4,M,O,BU,PD,SYRIN,2,0
DF,4,M,O,BU,PD,SYRIN,3,0
DF,4,M,O,BU,ND,PISY,1,0
DF,4,M,O,BU,ND,PISY,2,0
DF,4,M,O,BU,ND,PISY,3,0
DF,4,M,O,BU,ND,PISY,4,0
DF,4,M,O,BU,ND,PISY,5,0
DF,4,M,O,BU,ND,PISY,6,0
DF,4,M,O,BU,ND,PISY,7,0
DF,4,M,O,BU,ND,PISY,8,0
DF,4,M,O,BU,ND,PISY,9,0
DF,4,M,O,BU,ND,PISY,10,0
DF,4,M,O,BA,PY,RHGL,1,0
DF,4,M,O,BA,PY,RHGL,2,0
DF,4,M,O,BA,PY,RHGL,3,NA
DF,4,M,O,BA,PY,RHGL,4,NA
DF,4,M,O,BA,PY,RHGL,5,NA
DF,4,M,O,BA,PD,SYRIN,1,0
DF,4,M,O,BA,PD,SYRIN,2,0
DF,4,M,O,BA,PD,SYRIN,3,0
DF,4,M,O,BA,ND,PISY,1,0
DF,4,M,O,BA,ND,PISY,2,0
DF,4,M,O,BA,ND,PISY,3,0
DF,4,M,O,BA,ND,PISY,4,0
DF,4,M,O,BA,ND,PISY,5,0
DF,4,M,O,BA,ND,PISY,6,0
DF,4,M,O,BA,ND,PISY,7,0
DF,4,M,O,BA,ND,PISY,8,0
DF,4,M,O,BA,ND,PISY,9,0
DF,4,M,O,BA,ND,PISY,10,0
DF,4,M,O,AA,PY,RHGL,1,1
DF,4,M,O,AA,PY,RHGL,2,1
DF,4,M,O,AA,PY,RHGL,3,0
DF,4,M,O,AA,PY,RHGL,4,0
DF,4,M,O,AA,PY,RHGL,5,0
DF,4,M,O,AA,PD,SYRIN,1,1
DF,4,M,O,AA,PD,SYRIN,2,0
DF,4,M,O,AA,PD,SYRIN,3,0
DF,4,M,O,AA,ND,PISY,1,1
DF,4,M,O,AA,ND,PISY,2,
DF,4,M,O,AA,ND,PISY,3,0
DF,4,M,O,AA,ND,PISY,4,0
DF,4,M,O,AA,ND,PISY,5,0
DF,4,M,O,AA,ND,PISY,6,0
DF,4,M,O,AA,ND,PISY,7,0
DF,4,M,O,AA,ND,PISY,8,0
DF,4,M,O,AA,ND,PISY,9,0
DF,4,M,O,AA,ND,PISY,10,0
DF,4,M,O,AT,PY,RHGL,1,0
DF,4,M,O,AT,PY,RHGL,2,0
DF,4,M,O,AT,PY,RHGL,3,0
DF,4,M,O,AT,PY,RHGL,4,0
DF,4,M,O,AT,PY,RHGL,5,0
DF,4,M,O,AT,PD,SYRIN,1,0
DF,4,M,O,AT,PD,SYRIN,2,0
DF,4,M,O,AT,PD,SYRIN,3,0
DF,4,M,O,AT,ND,PISY,1,0
DF,4,M,O,AT,ND,PISY,2,0
DF,4,M,O,AT,ND,PISY,3,0
DF,4,M,O,AT,ND,PISY,4,0
DF,4,M,O,AT,ND,PISY,5,0
DF,4,M,O,AT,ND,PISY,6,0
DF,4,M,O,AT,ND,PISY,7,0
DF,4,M,O,AT,ND,PISY,8,0
DF,4,M,O,AT,ND,PISY,9,0
DF,4,M,O,AT,ND,PISY,10,0
DF,5,C,H,BU,PY,RHGL,1,0
DF,5,C,H,BU,PY,RHGL,2,0
DF,5,C,H,BU,PY,RHGL,3,0
DF,5,C,H,BU,PY,RHGL,4,0
DF,5,C,H,BU,PY,RHGL,5,0
DF,5,C,H,BU,PD,SYRIN,1,0
DF,5,C,H,BU,PD,SYRIN,2,0
DF,5,C,H,BU,PD,SYRIN,3,0
DF,5,C,H,BU,ND,PISY,1,0
DF,5,C,H,BU,ND,PISY,2,0
DF,5,C,H,BU,ND,PISY,3,0
DF,5,C,H,BU,ND,PISY,4,0
DF,5,C,H,BU,ND,PISY,5,0
DF,5,C,H,BU,ND,PISY,6,0
DF,5,C,H,BU,ND,PISY,7,0
DF,5,C,H,BU,ND,PISY,8,0
DF,5,C,H,BU,ND,PISY,9,0
DF,5,C,H,BU,ND,PISY,10,0
DF,5,C,H,BA,PY,RHGL,1,0
DF,5,C,H,BA,PY,RHGL,2,0
DF,5,C,H,BA,PY,RHGL,3,0
DF,5,C,H,BA,PY,RHGL,4,0
DF,5,C,H,BA,PY,RHGL,5,0
DF,5,C,H,BA,PD,SYRIN,1,0
DF,5,C,H,BA,PD,SYRIN,2,0
DF,5,C,H,BA,PD,SYRIN,3,0
DF,5,C,H,BA,ND,PISY,1,1
DF,5,C,H,BA,ND,PISY,2,1
DF,5,C,H,BA,ND,PISY,3,0
DF,5,C,H,BA,ND,PISY,4,0
DF,5,C,H,BA,ND,PISY,5,0
DF,5,C,H,BA,ND,PISY,6,0
DF,5,C,H,BA,ND,PISY,7,0
DF,5,C,H,BA,ND,PISY,8,0
DF,5,C,H,BA,ND,PISY,9,0
DF,5,C,H,BA,ND,PISY,10,0
DF,5,C,H,AA,PY,RHGL,1,1
DF,5,C,H,AA,PY,RHGL,2,0
DF,5,C,H,AA,PY,RHGL,3,1
DF,5,C,H,AA,PY,RHGL,4,0
DF,5,C,H,AA,PY,RHGL,5,0
DF,5,C,H,AA,PD,SYRIN,1,1
DF,5,C,H,AA,PD,SYRIN,2,0
DF,5,C,H,AA,PD,SYRIN,3,0
DF,5,C,H,AA,ND,PISY,1,0
DF,5,C,H,AA,ND,PISY,2,0
DF,5,C,H,AA,ND,PISY,3,0
DF,5,C,H,AA,ND,PISY,4,0
DF,5,C,H,AA,ND,PISY,5,0
DF,5,C,H,AA,ND,PISY,6,0
DF,5,C,H,AA,ND,PISY,7,0
DF,5,C,H,AA,ND,PISY,8,0
DF,5,C,H,AA,ND,PISY,9,0
DF,5,C,H,AA,ND,PISY,10,0
DF,5,C,H,AT,PY,RHGL,1,1
DF,5,C,H,AT,PY,RHGL,2,1
DF,5,C,H,AT,PY,RHGL,3,0
DF,5,C,H,AT,PY,RHGL,4,0
DF,5,C,H,AT,PY,RHGL,5,0
DF,5,C,H,AT,PD,SYRIN,1,0
DF,5,C,H,AT,PD,SYRIN,2,0
DF,5,C,H,AT,PD,SYRIN,3,0
DF,5,C,H,AT,ND,PISY,1,0
DF,5,C,H,AT,ND,PISY,2,0
DF,5,C,H,AT,ND,PISY,3,0
DF,5,C,H,AT,ND,PISY,4,0
DF,5,C,H,AT,ND,PISY,5,0
DF,5,C,H,AT,ND,PISY,6,0
DF,5,C,H,AT,ND,PISY,7,0
DF,5,C,H,AT,ND,PISY,8,0
DF,5,C,H,AT,ND,PISY,9,0
DF,5,C,H,AT,ND,PISY,10,0
DF,6,C,O,BU,PY,RHGL,1,1
DF,6,C,O,BU,PY,RHGL,2,0
DF,6,C,O,BU,PY,RHGL,3,0
DF,6,C,O,BU,PY,RHGL,4,0
DF,6,C,O,BU,PY,RHGL,5,0
DF,6,C,O,BU,PD,SYRIN,1,0
DF,6,C,O,BU,PD,SYRIN,2,0
DF,6,C,O,BU,PD,SYRIN,3,0
DF,6,C,O,BU,ND,PISY,1,0
DF,6,C,O,BU,ND,PISY,2,0
DF,6,C,O,BU,ND,PISY,3,0
DF,6,C,O,BU,ND,PISY,4,0
DF,6,C,O,BU,ND,PISY,5,0
DF,6,C,O,BU,ND,PISY,6,0
DF,6,C,O,BU,ND,PISY,7,0
DF,6,C,O,BU,ND,PISY,8,0
DF,6,C,O,BU,ND,PISY,9,0
DF,6,C,O,BU,ND,PISY,10,0
DF,6,C,O,BA,PY,RHGL,1,NA
DF,6,C,O,BA,PY,RHGL,2,NA
DF,6,C,O,BA,PY,RHGL,3,NA
DF,6,C,O,BA,PY,RHGL,4,NA
DF,6,C,O,BA,PY,RHGL,5,0
DF,6,C,O,BA,PD,SYRIN,1,0
DF,6,C,O,BA,PD,SYRIN,2,1
DF,6,C,O,BA,PD,SYRIN,3,0
DF,6,C,O,BA,ND,PISY,1,1
DF,6,C,O,BA,ND,PISY,2,1
DF,6,C,O,BA,ND,PISY,3,1
DF,6,C,O,BA,ND,PISY,4,1
DF,6,C,O,BA,ND,PISY,5,0
DF,6,C,O,BA,ND,PISY,6,0
DF,6,C,O,BA,ND,PISY,7,0
DF,6,C,O,BA,ND,PISY,8,0
DF,6,C,O,BA,ND,PISY,9,0
DF,6,C,O,BA,ND,PISY,10,0
DF,6,C,O,AA,PY,RHGL,1,NA
DF,6,C,O,AA,PY,RHGL,2,NA
DF,6,C,O,AA,PY,RHGL,3,0
DF,6,C,O,AA,PY,RHGL,4,0
